hour,base_candidates,accepted_candidates,acceptance_rate,timeframe,filter_preset,segment,experiment_name
23,1082,19,0.01756007393715342,M5,moderate,IS,adaptive_quality
0,788,0,0.0,M5,moderate,IS,session_plus_adaptive
1,1552,0,0.0,M5,moderate,IS,session_plus_adaptive
2,1664,0,0.0,M5,moderate,IS,session_plus_adaptive
3,1591,0,0.0,M5,moderate,IS,session_plus_adaptive
4,1593,0,0.0,M5,moderate,IS,session_plus_adaptive
5,1574,0,0.0,M5,moderate,IS,session_plus_adaptive
6,1535,0,0.0,M5,moderate,IS,session_plus_adaptive
7,1776,352,0.1981981981981982,M5,moderate,IS,session_plus_adaptive
8,1687,679,0.4024896265560166,M5,moderate,IS,session_plus_adaptive
9,1633,871,0.5333741579914268,M5,moderate,IS,session_plus_adaptive
10,1564,836,0.5345268542199488,M5,moderate,IS,session_plus_adaptive
11,1590,700,0.44025157232704404,M5,moderate,IS,session_plus_adaptive
12,1893,754,0.3983095615425251,M5,moderate,IS,session_plus_adaptive
13,1906,893,0.4685204616998951,M5,moderate,IS,session_plus_adaptive
14,1413,839,0.5937721160651097,M5,moderate,IS,session_plus_adaptive
15,825,493,0.5975757575757575,M5,moderate,IS,session_plus_adaptive
16,361,209,0.5789473684210527,M5,moderate,IS,session_plus_adaptive
17,494,303,0.6133603238866396,M5,moderate,IS,session_plus_adaptive
18,1220,784,0.6426229508196721,M5,moderate,IS,session_plus_adaptive
19,1782,1039,0.5830527497194163,M5,moderate,IS,session_plus_adaptive
20,1626,617,0.3794587945879459,M5,moderate,IS,session_plus_adaptive
21,1503,0,0.0,M5,moderate,IS,session_plus_adaptive
22,1426,0,0.0,M5,moderate,IS,session_plus_adaptive
23,1082,0,0.0,M5,moderate,IS,session_plus_adaptive
0,46,46,1.0,M5,moderate,OOS,baseline_all_day
1,426,426,1.0,M5,moderate,OOS,baseline_all_day
2,511,511,1.0,M5,moderate,OOS,baseline_all_day
3,509,509,1.0,M5,moderate,OOS,baseline_all_day
4,456,456,1.0,M5,moderate,OOS,baseline_all_day
5,476,476,1.0,M5,moderate,OOS,baseline_all_day
6,432,432,1.0,M5,moderate,OOS,baseline_all_day
7,444,444,1.0,M5,moderate,OOS,baseline_all_day
8,405,405,1.0,M5,moderate,OOS,baseline_all_day
9,446,446,1.0,M5,moderate,OOS,baseline_all_day
10,443,443,1.0,M5,moderate,OOS,baseline_all_day
11,434,434,1.0,M5,moderate,OOS,baseline_all_day
12,388,388,1.0,M5,moderate,OOS,baseline_all_day
13,404,404,1.0,M5,moderate,OOS,baseline_all_day
14,487,487,1.0,M5,moderate,OOS,baseline_all_day
15,398,398,1.0,M5,moderate,OOS,baseline_all_day
16,253,253,1.0,M5,moderate,OOS,baseline_all_day
17,86,86,1.0,M5,moderate,OOS,baseline_all_day
18,220,220,1.0,M5,moderate,OOS,baseline_all_day
19,385,385,1.0,M5,moderate,OOS,baseline_all_day
20,458,458,1.0,M5,moderate,OOS,baseline_all_day
21,370,370,1.0,M5,moderate,OOS,baseline_all_day
22,432,432,1.0,M5,moderate,OOS,baseline_all_day
23,357,357,1.0,M5,moderate,OOS,baseline_all_day
0,46,0,0.0,M5,moderate,OOS,session_only
1,426,0,0.0,M5,moderate,OOS,session_only
2,511,0,0.0,M5,moderate,OOS,session_only
3,509,0,0.0,M5,moderate,OOS,session_only
4,456,0,0.0,M5,moderate,OOS,session_only
5,476,0,0.0,M5,moderate,OOS,session_only
6,432,0,0.0,M5,moderate,OOS,session_only
7,444,444,1.0,M5,moderate,OOS,session_only
8,405,405,1.0,M5,moderate,OOS,session_only
9,446,446,1.0,M5,moderate,OOS,session_only
10,443,443,1.0,M5,moderate,OOS,session_only
11,434,434,1.0,M5,moderate,OOS,session_only
12,388,388,1.0,M5,moderate,OOS,session_only
13,404,404,1.0,M5,moderate,OOS,session_only
14,487,487,1.0,M5,moderate,OOS,session_only
15,398,398,1.0,M5,moderate,OOS,session_only
16,253,253,1.0,M5,moderate,OOS,session_only
17,86,86,1.0,M5,moderate,OOS,session_only
18,220,220,1.0,M5,moderate,OOS,session_only
19,385,385,1.0,M5,moderate,OOS,session_only
20,458,458,1.0,M5,moderate,OOS,session_only
21,370,0,0.0,M5,moderate,OOS,session_only
22,432,0,0.0,M5,moderate,OOS,session_only
23,357,0,0.0,M5,moderate,OOS,session_only
0,46,12,0.2608695652173913,M5,moderate,OOS,volume_only
1,426,58,0.13615023474178403,M5,moderate,OOS,volume_only
2,511,143,0.27984344422700586,M5,moderate,OOS,volume_only
3,509,372,0.730844793713163,M5,moderate,OOS,volume_only
4,456,374,0.8201754385964912,M5,moderate,OOS,volume_only
5,476,251,0.5273109243697479,M5,moderate,OOS,volume_only
6,432,128,0.2962962962962963,M5,moderate,OOS,volume_only
7,444,152,0.34234234234234234,M5,moderate,OOS,volume_only
8,405,251,0.6197530864197531,M5,moderate,OOS,volume_only
9,446,278,0.6233183856502242,M5,moderate,OOS,volume_only
10,443,322,0.7268623024830699,M5,moderate,OOS,volume_only
11,434,262,0.6036866359447005,M5,moderate,OOS,volume_only
12,388,218,0.5618556701030928,M5,moderate,OOS,volume_only
13,404,199,0.49257425742574257,M5,moderate,OOS,volume_only
14,487,318,0.6529774127310062,M5,moderate,OOS,volume_only
15,398,363,0.9120603015075377,M5,moderate,OOS,volume_only
16,253,239,0.9446640316205533,M5,moderate,OOS,volume_only
17,86,83,0.9651162790697675,M5,moderate,OOS,volume_only
18,220,199,0.9045454545454545,M5,moderate,OOS,volume_only
19,385,309,0.8025974025974026,M5,moderate,OOS,volume_only
20,458,342,0.7467248908296943,M5,moderate,OOS,volume_only
21,370,248,0.6702702702702703,M5,moderate,OOS,volume_only
22,432,254,0.5879629629629629,M5,moderate,OOS,volume_only
23,357,36,0.10084033613445378,M5,moderate,OOS,volume_only
0,46,38,0.8260869565217391,M5,moderate,OOS,atr_only
1,426,228,0.5352112676056338,M5,moderate,OOS,atr_only
2,511,303,0.5929549902152642,M5,moderate,OOS,atr_only
3,509,415,0.8153241650294696,M5,moderate,OOS,atr_only
4,456,438,0.9605263157894737,M5,moderate,OOS,atr_only
5,476,415,0.8718487394957983,M5,moderate,OOS,atr_only
6,432,340,0.7870370370370371,M5,moderate,OOS,atr_only
7,444,304,0.6846846846846847,M5,moderate,OOS,atr_only
8,405,295,0.7283950617283951,M5,moderate,OOS,atr_only
9,446,377,0.8452914798206278,M5,moderate,OOS,atr_only
10,443,415,0.9367945823927766,M5,moderate,OOS,atr_only
11,434,405,0.9331797235023042,M5,moderate,OOS,atr_only
12,388,356,0.9175257731958762,M5,moderate,OOS,atr_only
13,404,365,0.9034653465346535,M5,moderate,OOS,atr_only
14,487,447,0.917864476386037,M5,moderate,OOS,atr_only
15,398,383,0.9623115577889447,M5,moderate,OOS,atr_only
16,253,253,1.0,M5,moderate,OOS,atr_only
17,86,86,1.0,M5,moderate,OOS,atr_only
18,220,219,0.9954545454545455,M5,moderate,OOS,atr_only
19,385,371,0.9636363636363636,M5,moderate,OOS,atr_only
20,458,406,0.8864628820960698,M5,moderate,OOS,atr_only
21,370,234,0.6324324324324324,M5,moderate,OOS,atr_only
22,432,211,0.48842592592592593,M5,moderate,OOS,atr_only
23,357,107,0.29971988795518206,M5,moderate,OOS,atr_only
0,46,41,0.8913043478260869,M5,moderate,OOS,adx_only
1,426,294,0.6901408450704225,M5,moderate,OOS,adx_only
2,511,350,0.684931506849315,M5,moderate,OOS,adx_only
3,509,338,0.6640471512770137,M5,moderate,OOS,adx_only
4,456,251,0.5504385964912281,M5,moderate,OOS,adx_only
5,476,302,0.634453781512605,M5,moderate,OOS,adx_only
6,432,309,0.7152777777777778,M5,moderate,OOS,adx_only
7,444,284,0.6396396396396397,M5,moderate,OOS,adx_only
8,405,261,0.6444444444444445,M5,moderate,OOS,adx_only
9,446,276,0.6188340807174888,M5,moderate,OOS,adx_only
10,443,301,0.6794582392776524,M5,moderate,OOS,adx_only
11,434,282,0.6497695852534562,M5,moderate,OOS,adx_only
12,388,269,0.6932989690721649,M5,moderate,OOS,adx_only
13,404,263,0.650990099009901,M5,moderate,OOS,adx_only
14,487,310,0.6365503080082136,M5,moderate,OOS,adx_only
15,398,252,0.6331658291457286,M5,moderate,OOS,adx_only
16,253,134,0.5296442687747036,M5,moderate,OOS,adx_only
17,86,39,0.45348837209302323,M5,moderate,OOS,adx_only
18,220,152,0.6909090909090909,M5,moderate,OOS,adx_only
19,385,268,0.6961038961038961,M5,moderate,OOS,adx_only
20,458,290,0.6331877729257642,M5,moderate,OOS,adx_only
21,370,262,0.7081081081081081,M5,moderate,OOS,adx_only
22,432,294,0.6805555555555556,M5,moderate,OOS,adx_only
23,357,242,0.6778711484593838,M5,moderate,OOS,adx_only
0,46,11,0.2391304347826087,M5,moderate,OOS,volume_atr
1,426,48,0.11267605633802817,M5,moderate,OOS,volume_atr
2,511,131,0.2563600782778865,M5,moderate,OOS,volume_atr
3,509,331,0.650294695481336,M5,moderate,OOS,volume_atr
4,456,367,0.8048245614035088,M5,moderate,OOS,volume_atr
5,476,243,0.5105042016806722,M5,moderate,OOS,volume_atr
6,432,122,0.2824074074074074,M5,moderate,OOS,volume_atr
7,444,126,0.28378378378378377,M5,moderate,OOS,volume_atr
8,405,208,0.5135802469135803,M5,moderate,OOS,volume_atr
9,446,249,0.5582959641255605,M5,moderate,OOS,volume_atr
10,443,303,0.6839729119638827,M5,moderate,OOS,volume_atr
11,434,251,0.5783410138248848,M5,moderate,OOS,volume_atr
12,388,202,0.520618556701031,M5,moderate,OOS,volume_atr
13,404,184,0.45544554455445546,M5,moderate,OOS,volume_atr
14,487,304,0.6242299794661191,M5,moderate,OOS,volume_atr
15,398,356,0.8944723618090452,M5,moderate,OOS,volume_atr
16,253,239,0.9446640316205533,M5,moderate,OOS,volume_atr
17,86,83,0.9651162790697675,M5,moderate,OOS,volume_atr
18,220,199,0.9045454545454545,M5,moderate,OOS,volume_atr
19,385,304,0.7896103896103897,M5,moderate,OOS,volume_atr
20,458,322,0.7030567685589519,M5,moderate,OOS,volume_atr
21,370,191,0.5162162162162162,M5,moderate,OOS,volume_atr
22,432,158,0.36574074074074076,M5,moderate,OOS,volume_atr
23,357,27,0.07563025210084033,M5,moderate,OOS,volume_atr
0,46,11,0.2391304347826087,M5,moderate,OOS,adaptive_quality
1,426,35,0.08215962441314555,M5,moderate,OOS,adaptive_quality
2,511,103,0.20156555772994128,M5,moderate,OOS,adaptive_quality
3,509,228,0.44793713163064836,M5,moderate,OOS,adaptive_quality
4,456,213,0.46710526315789475,M5,moderate,OOS,adaptive_quality
5,476,156,0.3277310924369748,M5,moderate,OOS,adaptive_quality
6,432,92,0.21296296296296297,M5,moderate,OOS,adaptive_quality
7,444,86,0.19369369369369369,M5,moderate,OOS,adaptive_quality
8,405,147,0.362962962962963,M5,moderate,OOS,adaptive_quality
9,446,162,0.3632286995515695,M5,moderate,OOS,adaptive_quality
10,443,204,0.4604966139954853,M5,moderate,OOS,adaptive_quality
11,434,169,0.38940092165898615,M5,moderate,OOS,adaptive_quality
12,388,155,0.39948453608247425,M5,moderate,OOS,adaptive_quality
13,404,130,0.3217821782178218,M5,moderate,OOS,adaptive_quality
14,487,197,0.40451745379876797,M5,moderate,OOS,adaptive_quality
15,398,240,0.6030150753768844,M5,moderate,OOS,adaptive_quality
16,253,129,0.5098814229249012,M5,moderate,OOS,adaptive_quality
17,86,36,0.4186046511627907,M5,moderate,OOS,adaptive_quality
18,220,137,0.6227272727272727,M5,moderate,OOS,adaptive_quality
19,385,201,0.522077922077922,M5,moderate,OOS,adaptive_quality
20,458,202,0.4410480349344978,M5,moderate,OOS,adaptive_quality
21,370,142,0.3837837837837838,M5,moderate,OOS,adaptive_quality
22,432,110,0.25462962962962965,M5,moderate,OOS,adaptive_quality
23,357,21,0.058823529411764705,M5,moderate,OOS,adaptive_quality
0,46,0,0.0,M5,moderate,OOS,session_plus_adaptive
1,426,0,0.0,M5,moderate,OOS,session_plus_adaptive
2,511,0,0.0,M5,moderate,OOS,session_plus_adaptive
3,509,0,0.0,M5,moderate,OOS,session_plus_adaptive
4,456,0,0.0,M5,moderate,OOS,session_plus_adaptive
5,476,0,0.0,M5,moderate,OOS,session_plus_adaptive
6,432,0,0.0,M5,moderate,OOS,session_plus_adaptive
7,444,86,0.19369369369369369,M5,moderate,OOS,session_plus_adaptive
8,405,147,0.362962962962963,M5,moderate,OOS,session_plus_adaptive
9,446,162,0.3632286995515695,M5,moderate,OOS,session_plus_adaptive
10,443,204,0.4604966139954853,M5,moderate,OOS,session_plus_adaptive
11,434,169,0.38940092165898615,M5,moderate,OOS,session_plus_adaptive
12,388,155,0.39948453608247425,M5,moderate,OOS,session_plus_adaptive
13,404,130,0.3217821782178218,M5,moderate,OOS,session_plus_adaptive
14,487,197,0.40451745379876797,M5,moderate,OOS,session_plus_adaptive
15,398,240,0.6030150753768844,M5,moderate,OOS,session_plus_adaptive
16,253,129,0.5098814229249012,M5,moderate,OOS,session_plus_adaptive
17,86,36,0.4186046511627907,M5,moderate,OOS,session_plus_adaptive
18,220,137,0.6227272727272727,M5,moderate,OOS,session_plus_adaptive
19,385,201,0.522077922077922,M5,moderate,OOS,session_plus_adaptive
20,458,202,0.4410480349344978,M5,moderate,OOS,session_plus_adaptive
21,370,0,0.0,M5,moderate,OOS,session_plus_adaptive
22,432,0,0.0,M5,moderate,OOS,session_plus_adaptive
23,357,0,0.0,M5,moderate,OOS,session_plus_adaptive
0,788,788,1.0,M5,balanced,IS,baseline_all_day
1,1552,1552,1.0,M5,balanced,IS,baseline_all_day
2,1664,1664,1.0,M5,balanced,IS,baseline_all_day
3,1591,1591,1.0,M5,balanced,IS,baseline_all_day
4,1593,1593,1.0,M5,balanced,IS,baseline_all_day
5,1574,1574,1.0,M5,balanced,IS,baseline_all_day
6,1535,1535,1.0,M5,balanced,IS,baseline_all_day
7,1776,1776,1.0,M5,balanced,IS,baseline_all_day
8,1687,1687,1.0,M5,balanced,IS,baseline_all_day
9,1633,1633,1.0,M5,balanced,IS,baseline_all_day
10,1564,1564,1.0,M5,balanced,IS,baseline_all_day
11,1590,1590,1.0,M5,balanced,IS,baseline_all_day
12,1893,1893,1.0,M5,balanced,IS,baseline_all_day
13,1906,1906,1.0,M5,balanced,IS,baseline_all_day
14,1413,1413,1.0,M5,balanced,IS,baseline_all_day
15,825,825,1.0,M5,balanced,IS,baseline_all_day
16,361,361,1.0,M5,balanced,IS,baseline_all_day
17,494,494,1.0,M5,balanced,IS,baseline_all_day
18,1220,1220,1.0,M5,balanced,IS,baseline_all_day
19,1782,1782,1.0,M5,balanced,IS,baseline_all_day
20,1626,1626,1.0,M5,balanced,IS,baseline_all_day
21,1503,1503,1.0,M5,balanced,IS,baseline_all_day
22,1426,1426,1.0,M5,balanced,IS,baseline_all_day
23,1082,1082,1.0,M5,balanced,IS,baseline_all_day
0,788,0,0.0,M5,balanced,IS,session_only
1,1552,0,0.0,M5,balanced,IS,session_only
2,1664,0,0.0,M5,balanced,IS,session_only
3,1591,0,0.0,M5,balanced,IS,session_only
4,1593,0,0.0,M5,balanced,IS,session_only
5,1574,0,0.0,M5,balanced,IS,session_only
6,1535,0,0.0,M5,balanced,IS,session_only
7,1776,1776,1.0,M5,balanced,IS,session_only
8,1687,1687,1.0,M5,balanced,IS,session_only
9,1633,1633,1.0,M5,balanced,IS,session_only
10,1564,1564,1.0,M5,balanced,IS,session_only
11,1590,1590,1.0,M5,balanced,IS,session_only
12,1893,1893,1.0,M5,balanced,IS,session_only
13,1906,1906,1.0,M5,balanced,IS,session_only
14,1413,1413,1.0,M5,balanced,IS,session_only
15,825,825,1.0,M5,balanced,IS,session_only
16,361,361,1.0,M5,balanced,IS,session_only
17,494,494,1.0,M5,balanced,IS,session_only
18,1220,1220,1.0,M5,balanced,IS,session_only
19,1782,1782,1.0,M5,balanced,IS,session_only
20,1626,1626,1.0,M5,balanced,IS,session_only
21,1503,0,0.0,M5,balanced,IS,session_only
22,1426,0,0.0,M5,balanced,IS,session_only
23,1082,0,0.0,M5,balanced,IS,session_only
0,788,52,0.06598984771573604,M5,balanced,IS,volume_only
1,1552,116,0.07474226804123711,M5,balanced,IS,volume_only
2,1664,504,0.30288461538461536,M5,balanced,IS,volume_only
3,1591,845,0.531112507856694,M5,balanced,IS,volume_only
4,1593,832,0.5222849968612681,M5,balanced,IS,volume_only
5,1574,417,0.26493011435832275,M5,balanced,IS,volume_only
6,1535,269,0.1752442996742671,M5,balanced,IS,volume_only
7,1776,535,0.30123873873873874,M5,balanced,IS,volume_only
8,1687,984,0.5832839359810315,M5,balanced,IS,volume_only
9,1633,1195,0.7317819963257808,M5,balanced,IS,volume_only
10,1564,1126,0.7199488491048593,M5,balanced,IS,volume_only
11,1590,978,0.6150943396226415,M5,balanced,IS,volume_only
12,1893,961,0.5076597992604331,M5,balanced,IS,volume_only
13,1906,1193,0.6259181532004198,M5,balanced,IS,volume_only
14,1413,1131,0.8004246284501062,M5,balanced,IS,volume_only
15,825,778,0.943030303030303,M5,balanced,IS,volume_only
16,361,346,0.9584487534626038,M5,balanced,IS,volume_only
17,494,437,0.8846153846153846,M5,balanced,IS,volume_only
18,1220,996,0.8163934426229508,M5,balanced,IS,volume_only
19,1782,1307,0.7334455667789002,M5,balanced,IS,volume_only
20,1626,946,0.5817958179581796,M5,balanced,IS,volume_only
21,1503,617,0.41051230871590155,M5,balanced,IS,volume_only
22,1426,349,0.2447405329593268,M5,balanced,IS,volume_only
23,1082,50,0.04621072088724584,M5,balanced,IS,volume_only
0,788,84,0.1065989847715736,M5,balanced,IS,atr_only
1,1552,227,0.14626288659793815,M5,balanced,IS,atr_only
2,1664,443,0.26622596153846156,M5,balanced,IS,atr_only
3,1591,875,0.5499685732243872,M5,balanced,IS,atr_only
4,1593,1069,0.6710608913998745,M5,balanced,IS,atr_only
5,1574,847,0.5381194409148666,M5,balanced,IS,atr_only
6,1535,673,0.43843648208469055,M5,balanced,IS,atr_only
7,1776,860,0.48423423423423423,M5,balanced,IS,atr_only
8,1687,1218,0.7219917012448133,M5,balanced,IS,atr_only
9,1633,1517,0.92896509491733,M5,balanced,IS,atr_only
10,1564,1516,0.969309462915601,M5,balanced,IS,atr_only
11,1590,1537,0.9666666666666667,M5,balanced,IS,atr_only
12,1893,1780,0.9403063919704173,M5,balanced,IS,atr_only
13,1906,1755,0.9207764952780693,M5,balanced,IS,atr_only
14,1413,1326,0.9384288747346072,M5,balanced,IS,atr_only
15,825,803,0.9733333333333334,M5,balanced,IS,atr_only
16,361,361,1.0,M5,balanced,IS,atr_only
17,494,489,0.9898785425101214,M5,balanced,IS,atr_only
18,1220,1167,0.9565573770491803,M5,balanced,IS,atr_only
19,1782,1452,0.8148148148148148,M5,balanced,IS,atr_only
20,1626,867,0.533210332103321,M5,balanced,IS,atr_only
21,1503,451,0.3000665335994677,M5,balanced,IS,atr_only
22,1426,177,0.1241234221598878,M5,balanced,IS,atr_only
23,1082,118,0.10905730129390019,M5,balanced,IS,atr_only
0,788,62,0.07868020304568528,M5,balanced,IS,adx_only
1,1552,213,0.13724226804123713,M5,balanced,IS,adx_only
2,1664,238,0.14302884615384615,M5,balanced,IS,adx_only
3,1591,293,0.18416090509113764,M5,balanced,IS,adx_only
4,1593,346,0.21720025109855617,M5,balanced,IS,adx_only
5,1574,392,0.24904701397712833,M5,balanced,IS,adx_only
6,1535,417,0.2716612377850163,M5,balanced,IS,adx_only
7,1776,435,0.24493243243243243,M5,balanced,IS,adx_only
8,1687,367,0.2175459395376408,M5,balanced,IS,adx_only
9,1633,362,0.22167789344764238,M5,balanced,IS,adx_only
10,1564,365,0.23337595907928388,M5,balanced,IS,adx_only
11,1590,375,0.2358490566037736,M5,balanced,IS,adx_only
12,1893,446,0.23560486001056524,M5,balanced,IS,adx_only
13,1906,420,0.2203567681007345,M5,balanced,IS,adx_only
14,1413,285,0.20169851380042464,M5,balanced,IS,adx_only
15,825,157,0.1903030303030303,M5,balanced,IS,adx_only
16,361,77,0.21329639889196675,M5,balanced,IS,adx_only
17,494,139,0.2813765182186235,M5,balanced,IS,adx_only
18,1220,324,0.26557377049180325,M5,balanced,IS,adx_only
19,1782,380,0.2132435465768799,M5,balanced,IS,adx_only
20,1626,320,0.1968019680196802,M5,balanced,IS,adx_only
21,1503,242,0.16101131071190952,M5,balanced,IS,adx_only
22,1426,226,0.1584852734922861,M5,balanced,IS,adx_only
23,1082,179,0.16543438077634012,M5,balanced,IS,adx_only
0,788,23,0.02918781725888325,M5,balanced,IS,volume_atr
1,1552,54,0.03479381443298969,M5,balanced,IS,volume_atr
2,1664,238,0.14302884615384615,M5,balanced,IS,volume_atr
3,1591,593,0.3727215587680704,M5,balanced,IS,volume_atr
4,1593,638,0.4005021971123666,M5,balanced,IS,volume_atr
5,1574,338,0.21473951715374842,M5,balanced,IS,volume_atr
6,1535,181,0.11791530944625407,M5,balanced,IS,volume_atr
7,1776,356,0.20045045045045046,M5,balanced,IS,volume_atr
8,1687,829,0.4914048606994665,M5,balanced,IS,volume_atr
9,1633,1128,0.6907532149418248,M5,balanced,IS,volume_atr
10,1564,1104,0.7058823529411765,M5,balanced,IS,volume_atr
11,1590,962,0.6050314465408805,M5,balanced,IS,volume_atr
12,1893,935,0.49392498679344954,M5,balanced,IS,volume_atr
13,1906,1151,0.6038824763903463,M5,balanced,IS,volume_atr
14,1413,1086,0.7685774946921444,M5,balanced,IS,volume_atr
15,825,768,0.9309090909090909,M5,balanced,IS,volume_atr
16,361,346,0.9584487534626038,M5,balanced,IS,volume_atr
17,494,437,0.8846153846153846,M5,balanced,IS,volume_atr
18,1220,967,0.7926229508196722,M5,balanced,IS,volume_atr
19,1782,1154,0.6475869809203143,M5,balanced,IS,volume_atr
20,1626,668,0.4108241082410824,M5,balanced,IS,volume_atr
21,1503,299,0.1989354624085163,M5,balanced,IS,volume_atr
22,1426,116,0.08134642356241234,M5,balanced,IS,volume_atr
23,1082,16,0.014787430683918669,M5,balanced,IS,volume_atr
0,788,2,0.0025380710659898475,M5,balanced,IS,adaptive_quality
1,1552,8,0.005154639175257732,M5,balanced,IS,adaptive_quality
2,1664,44,0.026442307692307692,M5,balanced,IS,adaptive_quality
3,1591,119,0.07479572595851666,M5,balanced,IS,adaptive_quality
4,1593,171,0.10734463276836158,M5,balanced,IS,adaptive_quality
5,1574,91,0.05781448538754765,M5,balanced,IS,adaptive_quality
6,1535,45,0.029315960912052116,M5,balanced,IS,adaptive_quality
7,1776,111,0.0625,M5,balanced,IS,adaptive_quality
8,1687,175,0.1037344398340249,M5,balanced,IS,adaptive_quality
9,1633,265,0.16227801592161667,M5,balanced,IS,adaptive_quality
10,1564,275,0.1758312020460358,M5,balanced,IS,adaptive_quality
11,1590,239,0.15031446540880503,M5,balanced,IS,adaptive_quality
12,1893,248,0.13100898045430534,M5,balanced,IS,adaptive_quality
13,1906,286,0.15005246589716684,M5,balanced,IS,adaptive_quality
14,1413,225,0.1592356687898089,M5,balanced,IS,adaptive_quality
15,825,151,0.18303030303030304,M5,balanced,IS,adaptive_quality
16,361,71,0.19667590027700832,M5,balanced,IS,adaptive_quality
17,494,115,0.23279352226720648,M5,balanced,IS,adaptive_quality
18,1220,280,0.22950819672131148,M5,balanced,IS,adaptive_quality
19,1782,237,0.132996632996633,M5,balanced,IS,adaptive_quality
20,1626,181,0.11131611316113162,M5,balanced,IS,adaptive_quality
21,1503,93,0.06187624750499002,M5,balanced,IS,adaptive_quality
22,1426,39,0.0273492286115007,M5,balanced,IS,adaptive_quality
23,1082,6,0.005545286506469501,M5,balanced,IS,adaptive_quality
0,788,0,0.0,M5,balanced,IS,session_plus_adaptive
1,1552,0,0.0,M5,balanced,IS,session_plus_adaptive
2,1664,0,0.0,M5,balanced,IS,session_plus_adaptive
3,1591,0,0.0,M5,balanced,IS,session_plus_adaptive
4,1593,0,0.0,M5,balanced,IS,session_plus_adaptive
5,1574,0,0.0,M5,balanced,IS,session_plus_adaptive
6,1535,0,0.0,M5,balanced,IS,session_plus_adaptive
7,1776,111,0.0625,M5,balanced,IS,session_plus_adaptive
8,1687,175,0.1037344398340249,M5,balanced,IS,session_plus_adaptive
9,1633,265,0.16227801592161667,M5,balanced,IS,session_plus_adaptive
10,1564,275,0.1758312020460358,M5,balanced,IS,session_plus_adaptive
11,1590,239,0.15031446540880503,M5,balanced,IS,session_plus_adaptive
12,1893,248,0.13100898045430534,M5,balanced,IS,session_plus_adaptive
13,1906,286,0.15005246589716684,M5,balanced,IS,session_plus_adaptive
14,1413,225,0.1592356687898089,M5,balanced,IS,session_plus_adaptive
15,825,151,0.18303030303030304,M5,balanced,IS,session_plus_adaptive
16,361,71,0.19667590027700832,M5,balanced,IS,session_plus_adaptive
17,494,115,0.23279352226720648,M5,balanced,IS,session_plus_adaptive
18,1220,280,0.22950819672131148,M5,balanced,IS,session_plus_adaptive
19,1782,237,0.132996632996633,M5,balanced,IS,session_plus_adaptive
20,1626,181,0.11131611316113162,M5,balanced,IS,session_plus_adaptive
21,1503,0,0.0,M5,balanced,IS,session_plus_adaptive
22,1426,0,0.0,M5,balanced,IS,session_plus_adaptive
23,1082,0,0.0,M5,balanced,IS,session_plus_adaptive
0,46,46,1.0,M5,balanced,OOS,baseline_all_day
1,426,426,1.0,M5,balanced,OOS,baseline_all_day
2,511,511,1.0,M5,balanced,OOS,baseline_all_day
3,509,509,1.0,M5,balanced,OOS,baseline_all_day
4,456,456,1.0,M5,balanced,OOS,baseline_all_day
5,476,476,1.0,M5,balanced,OOS,baseline_all_day
6,432,432,1.0,M5,balanced,OOS,baseline_all_day
7,444,444,1.0,M5,balanced,OOS,baseline_all_day
8,405,405,1.0,M5,balanced,OOS,baseline_all_day
9,446,446,1.0,M5,balanced,OOS,baseline_all_day
10,443,443,1.0,M5,balanced,OOS,baseline_all_day
11,434,434,1.0,M5,balanced,OOS,baseline_all_day
12,388,388,1.0,M5,balanced,OOS,baseline_all_day
13,404,404,1.0,M5,balanced,OOS,baseline_all_day
14,487,487,1.0,M5,balanced,OOS,baseline_all_day
15,398,398,1.0,M5,balanced,OOS,baseline_all_day
16,253,253,1.0,M5,balanced,OOS,baseline_all_day
17,86,86,1.0,M5,balanced,OOS,baseline_all_day
18,220,220,1.0,M5,balanced,OOS,baseline_all_day
19,385,385,1.0,M5,balanced,OOS,baseline_all_day
20,458,458,1.0,M5,balanced,OOS,baseline_all_day
21,370,370,1.0,M5,balanced,OOS,baseline_all_day
22,432,432,1.0,M5,balanced,OOS,baseline_all_day
23,357,357,1.0,M5,balanced,OOS,baseline_all_day
0,46,0,0.0,M5,balanced,OOS,session_only
1,426,0,0.0,M5,balanced,OOS,session_only
2,511,0,0.0,M5,balanced,OOS,session_only
3,509,0,0.0,M5,balanced,OOS,session_only
4,456,0,0.0,M5,balanced,OOS,session_only
5,476,0,0.0,M5,balanced,OOS,session_only
6,432,0,0.0,M5,balanced,OOS,session_only
7,444,444,1.0,M5,balanced,OOS,session_only
8,405,405,1.0,M5,balanced,OOS,session_only
9,446,446,1.0,M5,balanced,OOS,session_only
10,443,443,1.0,M5,balanced,OOS,session_only
11,434,434,1.0,M5,balanced,OOS,session_only
12,388,388,1.0,M5,balanced,OOS,session_only
13,404,404,1.0,M5,balanced,OOS,session_only
14,487,487,1.0,M5,balanced,OOS,session_only
15,398,398,1.0,M5,balanced,OOS,session_only
16,253,253,1.0,M5,balanced,OOS,session_only
17,86,86,1.0,M5,balanced,OOS,session_only
18,220,220,1.0,M5,balanced,OOS,session_only
19,385,385,1.0,M5,balanced,OOS,session_only
20,458,458,1.0,M5,balanced,OOS,session_only
21,370,0,0.0,M5,balanced,OOS,session_only
22,432,0,0.0,M5,balanced,OOS,session_only
